14.903,11.108,11.627,6.0987,16.3,19.502,17.651,15.032,17.552,24.65,18.912,27.933,20.364,66.087,888.04,212.44,83.009,40.182,27.372,20.609,20.239,15.268,10.447,14.15,10.682,14.62,10.646,10.646,9.882,9.735,4.5905,2.8873,8.2167,6.6808,8.6049,5.7599,6.2907,5.7686,10.351,5.5082,5.3853,4.958,6.3085,4.9524,4.3618,5.5596,4.8858,6.982,4.985,4.5556,5.3072,4.4127,4.8981,6.1309,8.7445,4.1107,6.1312,3.685,5.9603,8.1797,4.5838,11.137
2.6078,11.618,7.9253,11.219,11.629,10.736,19.586,19.812,18.597,13.096,20.685,19.383,25.279,51.918,212.44,710.09,172.84,59.996,35.727,26.135,17.984,20.319,14.787,10.517,12.45,14.484,5.2493,14.375,10.874,4.3903,6.3757,3.5762,3.2561,2.8403,4.9778,6.3452,7.1258,8.0979,9.7386,4.5504,7.3398,8.1998,6.876,3.5085,2.8842,6.8968,1.3839,4.3285,7.0688,4.5118,5.2596,4.3661,4.8432,6.0806,3.1552,5.2383,7.0856,3.1306,4.2251,3.2466,4.5486,3.6845
13.683,8.2513,6.4846,6.7868,10.172,10.874,12.434,17.6,18.562,18.769,18.893,25.478,35.118,52.755,83.009,172.84,746.48,124.57,60.895,33.175,25.409,21.655,21.632,15.776,18.195,18.604,29.341,29.341,8.5471,7.9056,7.1746,4.8249,2.7444,2.7444,3.2024,6.4245,10.03,5.8969,12.105,5.6374,6.7558,4.6171,2.8122,5.5286,3.2471,6.2152,3.1148,4.8709,7.9643,15.737,7.1061,8.1737,7.4144,6.0846,6.2122,3.9285,6.2593,6.458,4.7536,7.2893,3.4034,4.1378
6.8334,12.034,10.398,5.6498,16.954,16.23,17.311,15.681,20.046,22.504,18.998,20.554,27.522,33.432,40.182,59.996,124.57,977.76,158.24,64.368,39.757,31.423,29.148,23.021,25.301,21.693,20.507,20.507,15.65,18.43,14.334,1.8757,2.1334,4.9621,7.4723,7.4948,7.6161,14.4,10.768,5.987,11.383,2.1536,7.3816,9.2122,6.6303,1.8131,3.634,7.9501,12.08,6.5227,8.9898,8.2684,5.7699,9.7618,11.373,9.1683,5.9763,9.5948,4.4298,4.2346,5.9288,4.8086
12.819,8.137,9.5792,16.551,11.462,22.272,15.134,12.217,13.461,15.374,21.428,16.487,16.493,36.436,27.372,35.727,60.895,158.24,1060.2,230.25,67.634,33.915,18.254,31.138,30.352,27.5,7.7332,7.7332,27.252,19.44,12.095,7.3958,6.0092,15.35,13.672,10.317,7.2645,12.705,12.143,10.122,10.851,2.423,9.243,9.3321,4.2649,9.1821,4.093,11.505,14.637,9.3639,7.7951,8.6132,3.9097,8.9917,10.469,17.218,11.231,6.1787,4.9817,7.1377,8.8827,5.4021
12.934,6.2985,9.9031,14.797,11.836,9.231,17.516,9.4197,11.328,17.037,13.875,16.026,15.17,22.99,20.609,26.135,33.175,64.368,230.25,854,121.64,52.401,26.549,34.119,25.631,17.745,11.907,11.907,13.663,11.065,11.48,7.3685,8.379,5.4195,3.2616,9.4458,6.6415,9.8269,14.082,9.3978,9.1703,15.05,4.2934,8.8477,2.481,7.1217,4.7581,7.9331,7.3017,9.3065,9.0486,7.2083,9.0493,7.7464,5.4172,8.663,10.994,6.5754,12.575,9.2549,9.2549,4.2032
17.133,10.566,9.7754,14.883,10.366,15.268,16.306,13.759,13.781,15.616,15.46,17.833,17.464,18.788,20.239,17.984,25.409,39.757,67.634,121.64,1009.2,138.93,40.217,42.587,27.637,30.616,32.269,32.269,25.436,11.907,10.1,4.4107,5.0173,9.326,7.9006,6.2647,10.469,11.191,13.299,9.0087,18.114,13.152,9.2565,7.7931,7.1218,8.5179,5.9788,14.943,6.984,7.8118,10.405,10.181,8.1539,11.678,11.659,7.1858,10.622,5.157,8.3238,13.927,11.141,4.517
7.6069,3.8268,6.3099,14.027,11.321,14.126,14.399,18.604,18.114,19.228,14.193,23.761,26.292,25.778,15.268,20.319,21.655,31.423,33.915,52.401,138.93,811.79,126.6,62.932,45.174,49.178,32.776,17.952,14.949,10.982,4.5555,3.5794,2.0363,10.65,5.3415,8.7352,12.841,13.131,10.915,10.838,17.537,9.2341,4.6944,7.0251,2.7079,3.4541,3.4647,9.7457,8.8501,10.178,4.6137,13.362,6.6152,21.143,12.818,7.2861,10.771,13.722,14.786,8.0913,7.5545,22.961
8.2489,5.8041,5.1319,7.1593,5.3674,6.3786,10.093,15.637,17.627,20.881,13.454,31.287,32.488,18.022,10.447,14.787,21.632,29.148,18.254,26.549,40.217,126.6,827.23,120,57.584,39.252,68.028,50.804,12.879,5.2124,2.1628,2.5459,1.9303,2.2466,3.3798,2.2597,11.119,10.186,13.992,20.562,15.842,4.8724,5.9348,4.1674,1.7137,2.4598,3.2874,4.1109,5.0434,6.4313,11.253,13.226,13.561,16.856,14.975,5.5269,7.8025,17.97,22.057,11.516,3.5834,4.3576
9.7644,3.4362,8.1004,8.4759,13.623,14.361,16.152,11.006,14.507,12.693,14.844,16.805,18.052,19.473,14.15,10.517,15.776,23.021,31.138,34.119,42.587,62.932,120,793.21,145.93,81.31,65.978,20.058,24.402,7.3989,10.238,7.0367,5.7154,9.3029,4.0012,16.047,16.309,19.441,17.295,16.024,14.068,11.534,3.5133,0.98667,6.0882,1.9403,3.8928,1.2159,10.941,10.162,11.851,11.586,11.744,5.7031,19.919,13.903,16.333,13.941,10.666,15.863,4.2285,10.291
6.4707,6.3931,10.748,11.566,17.37,10.458,15.294,13.581,17.312,16.217,15.819,16.051,13.464,22.756,10.682,12.45,18.195,25.301,30.352,25.631,27.637,45.174,57.584,145.93,1018.2,191.31,109.17,85.412,27.504,15.698,13.564,5.336,8.4962,8.4481,7.4357,11.368,18.033,12.846,21.477,16.377,13.949,9.787,6.5342,4.19,7.5416,7.2147,6.2014,9.0317,7.3938,12.174,12.606,15.958,11.851,17.16,15.253,17.391,16.632,24.199,21.355,40.708,6.7002,5.4359
12.893,7.5856,8.927,12.807,6.4129,14.704,18.006,8.2064,16.442,29.193,22.393,19.49,13.852,14.461,14.62,14.484,18.604,21.693,27.5,17.745,30.616,49.178,39.252,81.31,191.31,1445.6,233.33,141.96,64.493,21.728,6.7579,7.0912,8.0638,7.0147,7.0595,7.8683,16.648,5.9297,25.492,13.61,13.242,20.323,7.7547,6.9592,7.1578,10.272,5.152,21.434,8.7723,21.356,11.785,14.462,7.6597,5.0306,15.592,14.448,17.589,15.562,16.688,35.766,11.12,9.0211
12.893,7.5856,8.9982,12.807,6.4129,13.468,18.006,10.43,15.648,28.433,9.8121,20.802,13.852,11.3,10.646,5.2493,29.341,20.507,7.7332,11.907,32.269,32.776,68.028,65.978,109.17,233.33,3375.2,3375.2,27.215,43.783,43.783,8.9452,8.9452,8.9452,8.9452,7.9391,11.175,11.175,12.878,28.537,8.3444,8.3444,8.3444,8.3444,8.3444,8.3444,8.3444,8.3444,8.3444,5.6686,5.6686,18.313,5.5544,25.309,25.309,7.2926,25.44,26.157,31.561,20.149,20.149,20.149
12.893,7.5856,8.9982,12.807,6.4129,13.468,18.006,14.28,42.829,15.577,13.432,14.238,29.617,30.941,10.646,14.375,29.341,20.507,7.7332,11.907,32.269,17.952,50.804,20.058,85.412,141.96,3375.2,12479,74.542,59.902,93.166,93.166,27.908,27.908,27.908,27.908,27.908,32.742,32.742,15.622,22.859,27.959,27.959,27.959,27.959,27.959,27.959,27.959,24.121,24.121,18.044,50.16,15.211,46.213,46.213,46.213,17.399,17.906,172.72,172.72,172.72,172.72
4.4982,17.51,9.3519,17.886,15.129,12.633,20.036,6.4698,10.801,14.148,11.257,16.17,13.439,22.217,9.882,10.874,8.5471,15.65,27.252,13.663,25.436,14.949,12.879,24.402,27.504,64.493,27.215,74.542,1361.4,243.5,56.565,33.43,42.246,24.457,22.194,42.917,30.312,39.857,40.156,35.738,36.439,31.913,14.638,23.698,9.376,3.5906,8.9998,26.942,16.552,12.985,19.239,29.103,14.946,28.119,34.69,27.291,19.804,23.143,41.488,45.646,11.611,18.844
10.929,10.3,22.722,19.892,14.968,18.185,7.1932,6.0912,5.2324,5.7185,4.9703,6.0972,4.5217,3.7745,9.735,4.3903,7.9056,18.43,19.44,11.065,11.907,10.982,5.2124,7.3989,15.698,21.728,43.783,59.902,243.5,1652.4,227.29,66.173,70.079,51.506,50.948,61.441,24.548,20.161,16.239,6.7531,28.096,31.051,30.272,31.014,24.32,26.181,23.327,25.447,17.888,5.7333,16.698,5.1139,3.7131,8.5446,21.467,15.945,15.99,6.6099,3.5344,40.229,18.746,15.227
13.207,13.353,12.558,16.864,14.104,8.2529,6.5277,3.6107,5.4273,2.9649,2.579,3.6138,8.4425,3.916,4.5905,6.3757,7.1746,14.334,12.095,11.48,10.1,4.5555,2.1628,10.238,13.564,6.7579,43.783,93.166,56.565,227.29,1667.3,300.73,99.19,80.026,54.367,48.479,24.488,15.687,19.091,13.013,23.302,17.872,21.832,24.493,15.754,19.612,19.644,35.799,21.642,12.885,11.543,8.4837,5.7764,10.332,18.828,8.9048,12.172,11.429,7.3269,20.831,25.887,31.532
7.4314,19.946,16.055,16.234,8.8697,7.3981,1.4645,4.2546,7.8149,1.5521,4.7156,2.8369,8.4425,3.8456,2.8873,3.5762,4.8249,1.8757,7.3958,7.3685,4.4107,3.5794,2.5459,7.0367,5.336,7.0912,8.9452,93.166,33.43,66.173,300.73,1506.5,253.69,105.14,62.272,41.389,12.289,10.667,14.108,6.279,12.594,19.684,23.6,20.464,24.762,16.598,24.945,26.701,9.7185,7.7735,17.209,4.1656,3.7815,1.1602,6.7457,8.9992,9.5688,2.6924,2.8889,16.508,20.537,20.537
10.138,14.325,12.637,13.427,8.8262,9.4659,2.5001,4.0355,4.0429,2.6495,3.0653,1.6142,1.6767,6.1272,8.2167,3.2561,2.7444,2.1334,6.0092,8.379,5.0173,2.0363,1.9303,5.7154,8.4962,8.0638,8.9452,27.908,42.246,70.079,99.19,253.69,1663.1,327.23,63.859,49.533,6.9884,9.3324,15.045,2.6777,6.5099,23.972,19.522,32.842,18.298,10.779,25.663,21.917,8.2833,4.4219,9.2719,6.6365,2.5823,7.9137,6.1321,7.9586,6.9245,3.0616,3.0616,9.3745,23.321,35.478
19.572,15.249,24.435,17.498,10.251,9.7984,4.8473,3.7533,6.5827,4.108,4.4673,2.8171,0.97514,6.1272,6.6808,2.8403,2.7444,4.9621,15.35,5.4195,9.326,10.65,2.2466,9.3029,8.4481,7.0147,8.9452,27.908,24.457,51.506,80.026,105.14,327.23,2023.4,236.99,84.827,22.391,15.211,17.499,4.1597,15.116,24.106,21.251,20.649,21.255,23.481,32.941,35.183,12.83,6.1795,11.991,2.2038,2.0012,3.0641,14.198,11.887,3.4471,5.9335,5.6966,35.934,20.092,24.486
10.369,11.496,13.534,16.166,12.146,7.3675,2.9125,6.3435,6.3567,2.3163,4.0233,3.5272,3.6618,5.3514,8.6049,4.9778,3.2024,7.4723,13.672,3.2616,7.9006,5.3415,3.3798,4.0012,7.4357,7.0595,8.9452,27.908,22.194,50.948,54.367,62.272,63.859,236.99,1612.5,286.34,33.65,22.057,21.061,8.5968,18.246,36.441,18.158,21.594,9.872,20.082,33.134,20.688,19.373,5.4167,13.529,3.3155,0.75199,2.3121,9.4078,11.945,9.5158,7.149,7.1954,16.443,28.116,18.67
9.2469,6.5219,17.555,11.799,12.802,15.597,3.2485,8.1768,3.7811,4.8225,5.3796,3.7756,3.2675,6.1387,5.7599,6.3452,6.4245,7.4948,10.317,9.4458,6.2647,8.7352,2.2597,16.047,11.368,7.8683,7.9391,27.908,42.917,61.441,48.479,41.389,49.533,84.827,286.34,1155.1,124.74,40.048,50.076,10.448,28.472,51.235,22.86,25.664,23.101,27.363,16.883,25.029,22.651,11.731,10.456,13.313,4.0266,9.2756,13.177,15.084,14.648,6.3717,15.39,12.219,20.515,38.847
10.273,7.2202,6.1943,12.034,13.182,8.6516,4.5599,6.1806,6.6353,4.3549,10.481,5.7429,6.4209,8.6199,6.2907,7.1258,10.03,7.6161,7.2645,6.6415,10.469,12.841,11.119,16.309,18.033,16.648,11.175,27.908,30.312,24.548,24.488,12.289,6.9884,22.391,33.65,124.74,918.85,202.62,68.204,36.206,31.539,34.423,17.448,12.073,13.187,12.618,16.364,19.543,14.46,10.174,12.438,14.554,11.781,9.447,19.501,19.376,13.025,12.33,18.168,20.897,8.1293,15.82
4.986,6.3121,7.4432,5.9336,11.119,8.6306,6.8279,7.0838,7.0971,6.7271,8.5172,9.449,8.8303,6.1463,5.7686,8.0979,5.8969,14.4,12.705,9.8269,11.191,13.131,10.186,19.441,12.846,5.9297,11.175,32.742,39.857,20.161,15.687,10.667,9.3324,15.211,22.057,40.048,202.62,933.66,138.17,38.173,49.773,38.638,23.664,19.34,4.9706,18.231,6.3564,14.906,15.44,17.611,16.315,20.564,14.618,15.522,16.292,12.688,16.82,14.374,14.544,24.146,12.137,8.4345
11.783,7.5388,9.7729,8.502,3.9836,9.2783,6.8218,4.5744,6.6189,6.1227,10.123,2.5416,3.6951,9.922,10.351,9.7386,12.105,10.768,12.143,14.082,13.299,10.915,13.992,17.295,21.477,25.492,12.878,32.742,40.156,16.239,19.091,14.108,15.045,17.499,21.061,50.076,68.204,138.17,915.97,96.674,92.16,66.788,34.681,19.045,23.139,15.325,7.6835,16.011,20.946,20.605,14.288,17.935,10.304,18.343,23.325,22.251,19.957,11.587,20.822,31.898,26.053,18.108
6.68,3.3535,3.1649,2.8373,4.9629,7.0737,6.989,10.826,10.395,10.383,4.7135,14.446,17.808,5.3816,5.5082,4.5504,5.6374,5.987,10.122,9.3978,9.0087,10.838,20.562,16.024,16.377,13.61,28.537,15.622,35.738,6.7531,13.013,6.279,2.6777,4.1597,8.5968,10.448,36.206,38.173,96.674,822.64,184.57,16.236,15.086,5.398,7.1349,7.5855,2.2803,3.8038,19.446,14.854,14.446,26.024,29.853,31.932,23.388,9.5806,18.849,49.255,47.332,7.1147,4.9808,8.0783
4.167,10.78,5.7682,5.5145,8.2831,9.4947,11.613,7.9373,6.6271,10.865,9.4286,7.2795,14.431,10.043,5.3853,7.3398,6.7558,11.383,10.851,9.1703,18.114,17.537,15.842,14.068,13.949,13.242,8.3444,22.859,36.439,28.096,23.302,12.594,6.5099,15.116,18.246,28.472,31.539,49.773,92.16,184.57,960.46,194.43,47.079,33.734,10.409,11.07,15.531,19.395,28.363,23.943,14.374,20.996,19.052,23.839,34.021,21.464,38.944,32.671,35.079,25.716,19.19,19.19
13.633,12.04,7.0841,20.292,6.3606,7.4366,10.916,6.5004,4.0721,6.2303,4.6442,4.0676,2.5335,6.1692,4.958,8.1998,4.6171,2.1536,2.423,15.05,13.152,9.2341,4.8724,11.534,9.787,20.323,8.3444,27.959,31.913,31.051,17.872,19.684,23.972,24.106,36.441,51.235,34.423,38.638,66.788,16.236,194.43,1563.8,230.12,60.796,46.916,34.037,42.265,35.724,25.115,22.318,17.686,14.33,6.0677,29.305,34.021,40.151,19.944,10.302,11.587,28.289,23.444,23.444
13.016,12.853,14.049,9.0447,13.579,12.933,5.7591,5.5777,3.725,5.4284,8.2387,3.0997,3.8627,4.7046,6.3085,6.876,2.8122,7.3816,9.243,4.2934,9.2565,4.6944,5.9348,3.5133,6.5342,7.7547,8.3444,27.959,14.638,30.272,21.832,23.6,19.522,21.251,18.158,22.86,17.448,23.664,34.681,15.086,47.079,230.12,1284.6,191.73,76.914,53.908,49.879,45.427,34,14.267,22.959,7.2851,5.2887,9.1346,24.796,20.979,12.92,7.8463,10.115,31.363,29.257,27.384
14.594,9.2736,10.917,15.933,9.7992,16.352,4.3113,1.3909,3.4849,2.2853,2.6472,4.1763,2.8907,9.0518,4.9524,3.5085,5.5286,9.2122,9.3321,8.8477,7.7931,7.0251,4.1674,0.98667,4.19,6.9592,8.3444,27.959,23.698,31.014,24.493,20.464,32.842,20.649,21.594,25.664,12.073,19.34,19.045,5.398,33.734,60.796,191.73,1358.8,285.9,116.46,85.184,39.325,28.647,11.454,22.252,12.266,5.1943,11.398,19.864,19.633,9.3857,5.2876,7.0885,18.875,35.205,18.37
18.023,15.897,16.222,8.9403,6.718,10.273,5.1684,2.1438,4.297,3.1312,2.0403,2.8611,3.7129,3.1006,4.3618,2.8842,3.2471,6.6303,4.2649,2.481,7.1218,2.7079,1.7137,6.0882,7.5416,7.1578,8.3444,27.959,9.376,24.32,15.754,24.762,18.298,21.255,9.872,23.101,13.187,4.9706,23.139,7.1349,10.409,46.916,76.914,285.9,1515.8,284,100.82,46.465,33.162,10.202,18.299,11.766,6.8623,8.2074,8.1797,11.106,7.8975,3.6249,2.9196,33.357,33.708,6.3134
7.1902,7.0971,11.946,9.9835,6.431,7.1501,6.3567,7.5175,6.8495,4.4949,4.5548,4.7897,4.2616,2.9647,5.5596,6.8968,6.2152,1.8131,9.1821,7.1217,8.5179,3.4541,2.4598,1.9403,7.2147,10.272,8.3444,27.959,3.5906,26.181,19.612,16.598,10.779,23.481,20.082,27.363,12.618,18.231,15.325,7.5855,11.07,34.037,53.908,116.46,284,1326.4,207.97,68.846,35.261,20.279,14.014,6.4338,4.3763,14.593,15.65,10.623,18.447,4.3349,4.189,13.288,27.259,12.072
7.2055,11.183,17.954,14.299,10.742,7.1653,2.8338,5.4877,3.4363,0.75118,5.8694,2.0592,4.2616,5.2076,4.8858,1.3839,3.1148,3.634,4.093,4.7581,5.9788,3.4647,3.2874,3.8928,6.2014,5.152,8.3444,27.959,8.9998,23.327,19.644,24.945,25.663,32.941,33.134,16.883,16.364,6.3564,7.6835,2.2803,15.531,42.265,49.879,85.184,100.82,207.97,1816.4,232.89,44.75,15.053,25.441,12.904,5.1224,11.245,17.001,16.464,9.2595,6.9532,4.2011,29.354,32.363,18.183
12.578,8.8881,17.927,23.191,13.418,7.8434,7.0913,4.2905,3.439,2.8193,4.8989,0.85879,2.675,3.7216,6.982,4.3285,4.8709,7.9501,11.505,7.9331,14.943,9.7457,4.1109,1.2159,9.0317,21.434,8.3444,27.959,26.942,25.447,35.799,26.701,21.917,35.183,20.688,25.029,19.543,14.906,16.011,3.8038,19.395,35.724,45.427,39.325,46.465,68.846,232.89,1873.7,199.91,33.911,52.672,13.11,7.3227,5.6169,16.291,33.867,15.767,9.776,3.4873,36.42,27.774,30.068
5.8932,5.1958,9.7936,8.7672,7.6891,2.7488,8.687,5.603,4.2123,6.9099,5.3376,9.1175,4.3678,2.279,4.985,7.0688,7.9643,12.08,14.637,7.3017,6.984,8.8501,5.0434,10.941,7.3938,8.7723,8.3444,24.121,16.552,17.888,21.642,9.7185,8.2833,12.83,19.373,22.651,14.46,15.44,20.946,19.446,28.363,25.115,34,28.647,33.162,35.261,44.75,199.91,1280.5,107.03,85.298,50.275,17.939,40.269,44.101,28.708,25.788,13.331,14.309,21.772,10.149,37.088
10.397,3.9879,5.485,1.8747,2.1068,6.421,5.0807,5.8157,7.1711,7.8399,5.5165,7.1592,3.7171,7.7647,4.5556,4.5118,15.737,6.5227,9.3639,9.3065,7.8118,10.178,6.4313,10.162,12.174,21.356,5.6686,24.121,12.985,5.7333,12.885,7.7735,4.4219,6.1795,5.4167,11.731,10.174,17.611,20.605,14.854,23.943,22.318,14.267,11.454,10.202,20.279,15.053,33.911,107.03,826.19,201.93,96.862,29.599,42.641,29.182,26.579,20.894,11.915,21.152,3.5287,13.182,4.0063
8.8065,8.5212,9.1298,6.5488,6.5481,7.4924,9.6924,8.8644,9.4038,6.2836,5.9434,8.8701,3.7916,5.6559,5.3072,5.2596,7.1061,8.9898,7.7951,9.0486,10.405,4.6137,11.253,11.851,12.606,11.785,5.6686,18.044,19.239,16.698,11.543,17.209,9.2719,11.991,13.529,10.456,12.438,16.315,14.288,14.446,14.374,17.686,22.959,22.252,18.299,14.014,25.441,52.672,85.298,201.93,1136.6,185.91,46.738,49.713,47.972,33.195,26.276,13.234,7.4949,47.139,11.479,9.3085
